,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type
4715,Low Fat,0.098402239,Fruits and Vegetables,168.1474,OUT046,1997,Tier 1,Supermarket Type1
4716,Low Fat,0.056306994,Health and Hygiene,153.2024,OUT017,2007,Tier 2,Supermarket Type1
4717,Low Fat,0.0,Health and Hygiene,132.5626,OUT045,2002,Tier 2,Supermarket Type1
4718,Regular,0.046892427,Frozen Foods,53.2666,OUT027,1985,Tier 3,Supermarket Type3
4719,Regular,0.024954731,Soft Drinks,38.3822,OUT018,2009,Tier 3,Supermarket Type2
4720,Regular,0.079261353,Baking Goods,152.8366,OUT013,1987,Tier 3,Supermarket Type1
4721,Low Fat,0.035325003,Canned,254.1014,OUT049,1999,Tier 1,Supermarket Type1
4722,Low Fat,0.077930971,Health and Hygiene,97.3384,OUT010,1998,Tier 3,Grocery Store
4723,Regular,0.056318568,Breakfast,234.03,OUT046,1997,Tier 1,Supermarket Type1
4724,Low Fat,0.046898544,Meat,152.8682,OUT017,2007,Tier 2,Supermarket Type1
4725,Low Fat,0.061095899,Starchy Foods,223.4404,OUT018,2009,Tier 3,Supermarket Type2
4726,Regular,0.056306024,Canned,156.1972,OUT019,1985,Tier 1,Grocery Store
4727,Low Fat,0.085911519,Snack Foods,114.5176,OUT019,1985,Tier 1,Grocery Store
4728,Regular,0.049666358,Frozen Foods,110.7912,OUT049,1999,Tier 1,Supermarket Type1
4729,Low Fat,0.059324821,Household,237.2248,OUT046,1997,Tier 1,Supermarket Type1
4730,Low Fat,0.061133888,Household,129.0968,OUT013,1987,Tier 3,Supermarket Type1
4731,Low Fat,0.027817961,Soft Drinks,85.8198,OUT018,2009,Tier 3,Supermarket Type2
4732,Regular,0.074070351,Dairy,217.2482,OUT045,2002,Tier 2,Supermarket Type1
4733,Low Fat,0.155687405,Household,52.8956,OUT010,1998,Tier 3,Grocery Store
4734,Regular,0.049626219,Fruits and Vegetables,80.2644,OUT035,2004,Tier 2,Supermarket Type1
4735,Low Fat,0.021121347,Hard Drinks,53.0298,OUT027,1985,Tier 3,Supermarket Type3
4736,Low Fat,0.0,Fruits and Vegetables,45.5402,OUT046,1997,Tier 1,Supermarket Type1
4737,Regular,0.059067021,Fruits and Vegetables,170.9448,OUT018,2009,Tier 3,Supermarket Type2
4738,Regular,0.079675335,Snack Foods,110.1544,OUT035,2004,Tier 2,Supermarket Type1
4739,Low Fat,0.0,Dairy,103.6306,OUT027,1985,Tier 3,Supermarket Type3
4740,Low Fat,0.129241042,Fruits and Vegetables,165.021,OUT046,1997,Tier 1,Supermarket Type1
4741,Low Fat,0.0,Dairy,47.2744,OUT010,1998,Tier 3,Grocery Store
4742,Low Fat,0.093676604,Snack Foods,119.4124,OUT018,2009,Tier 3,Supermarket Type2
4743,Regular,0.133687996,Canned,222.0798,OUT018,2009,Tier 3,Supermarket Type2
4744,Low Fat,0.010424177,Household,208.0954,OUT017,2007,Tier 2,Supermarket Type1
4745,Low Fat,0.106523384,Frozen Foods,38.1822,OUT027,1985,Tier 3,Supermarket Type3
4746,Low Fat,0.052160388,Health and Hygiene,190.4846,OUT045,2002,Tier 2,Supermarket Type1
4747,Regular,0.038835464,Fruits and Vegetables,263.1252,OUT045,2002,Tier 2,Supermarket Type1
4748,Low Fat,0.014303066,Household,147.6418,OUT017,2007,Tier 2,Supermarket Type1
4749,Low Fat,0.038526684,Snack Foods,238.3564,OUT046,1997,Tier 1,Supermarket Type1
4750,Regular,0.157718931,Dairy,240.2538,OUT017,2007,Tier 2,Supermarket Type1
4751,Low Fat,0.150539043,Soft Drinks,49.2692,OUT035,2004,Tier 2,Supermarket Type1
4752,Low Fat,0.050505213,Canned,123.7072,OUT027,1985,Tier 3,Supermarket Type3
4753,Low Fat,0.026160105,Fruits and Vegetables,168.3474,OUT013,1987,Tier 3,Supermarket Type1
4754,Low Fat,0.033861654,Snack Foods,213.2902,OUT013,1987,Tier 3,Supermarket Type1
4755,Low Fat,0.067733845,Fruits and Vegetables,243.3144,OUT019,1985,Tier 1,Grocery Store
4756,Low Fat,0.039146163,Household,114.3176,OUT046,1997,Tier 1,Supermarket Type1
4757,Low Fat,0.110513428,Household,104.4306,OUT045,2002,Tier 2,Supermarket Type1
4758,Low Fat,0.076554385,Household,245.746,OUT046,1997,Tier 1,Supermarket Type1
4759,Regular,0.121419594,Frozen Foods,117.5466,OUT013,1987,Tier 3,Supermarket Type1
4760,Low Fat,0.031332632,Others,40.548,OUT035,2004,Tier 2,Supermarket Type1
4761,Low Fat,0.084679095,Hard Drinks,190.6872,OUT027,1985,Tier 3,Supermarket Type3
4762,Low Fat,0.054109186,Hard Drinks,74.7012,OUT013,1987,Tier 3,Supermarket Type1
4763,Regular,0.09224886,Meat,147.6734,OUT010,1998,Tier 3,Grocery Store
4764,Low Fat,0.029066785,Household,121.0414,OUT035,2004,Tier 2,Supermarket Type1
4765,Low Fat,0.037339898,Household,75.2328,OUT019,1985,Tier 1,Grocery Store
4766,Regular,0.169458887,Canned,116.2834,OUT027,1985,Tier 3,Supermarket Type3
4767,Regular,0.049666763,Meat,212.9586,OUT035,2004,Tier 2,Supermarket Type1
4768,Regular,0.019106758,Frozen Foods,82.6592,OUT027,1985,Tier 3,Supermarket Type3
4769,Low Fat,0.039636104,Snack Foods,41.648,OUT035,2004,Tier 2,Supermarket Type1
4770,Low Fat,0.040089313,Household,106.7964,OUT010,1998,Tier 3,Grocery Store
4771,Regular,0.093840193,Frozen Foods,188.0214,OUT013,1987,Tier 3,Supermarket Type1
4772,Low Fat,0.012076957,Baking Goods,48.6034,OUT010,1998,Tier 3,Grocery Store
4773,Regular,0.122081667,Baking Goods,43.8454,OUT018,2009,Tier 3,Supermarket Type2
4774,Low Fat,0.116910445,Health and Hygiene,154.563,OUT035,2004,Tier 2,Supermarket Type1
4775,Regular,0.144274551,Frozen Foods,55.2588,OUT019,1985,Tier 1,Grocery Store
4776,Low Fat,0.049419707,Fruits and Vegetables,148.2734,OUT045,2002,Tier 2,Supermarket Type1
4777,Low Fat,0.093296553,Snack Foods,120.0124,OUT046,1997,Tier 1,Supermarket Type1
4778,Regular,0.076717379,Frozen Foods,109.7228,OUT045,2002,Tier 2,Supermarket Type1
4779,Regular,0.048511068,Fruits and Vegetables,77.996,OUT010,1998,Tier 3,Grocery Store
4780,Low Fat,0.112693192,Snack Foods,256.2646,OUT019,1985,Tier 1,Grocery Store
4781,Low Fat,0.037615546,Frozen Foods,192.4478,OUT017,2007,Tier 2,Supermarket Type1
4782,Low Fat,0.026409147,Baking Goods,126.102,OUT018,2009,Tier 3,Supermarket Type2
4783,Regular,0.061744052,Snack Foods,59.2562,OUT027,1985,Tier 3,Supermarket Type3
4784,Regular,0.048304782,Dairy,47.8376,OUT045,2002,Tier 2,Supermarket Type1
4785,Low Fat,0.034705807,Household,163.721,OUT027,1985,Tier 3,Supermarket Type3
4786,Low Fat,0.0,Household,192.8478,OUT049,1999,Tier 1,Supermarket Type1
4787,Regular,0.0,Frozen Foods,261.8278,OUT035,2004,Tier 2,Supermarket Type1
4788,Low Fat,0.016132205,Health and Hygiene,108.2596,OUT027,1985,Tier 3,Supermarket Type3
4789,Low Fat,0.025882559,Fruits and Vegetables,168.7474,OUT017,2007,Tier 2,Supermarket Type1
4790,Regular,0.136402598,Snack Foods,191.882,OUT035,2004,Tier 2,Supermarket Type1
4791,Regular,0.045683383,Snack Foods,38.2848,OUT035,2004,Tier 2,Supermarket Type1
4792,Regular,0.047353168,Snack Foods,117.2782,OUT045,2002,Tier 2,Supermarket Type1
4793,Regular,0.053858987,Fruits and Vegetables,166.0526,OUT049,1999,Tier 1,Supermarket Type1
4794,Low Fat,0.031549979,Household,109.8228,OUT018,2009,Tier 3,Supermarket Type2
4795,Low Fat,0.089255373,Snack Foods,253.9672,OUT035,2004,Tier 2,Supermarket Type1
4796,Regular,0.039041114,Baking Goods,206.5296,OUT046,1997,Tier 1,Supermarket Type1
4797,Regular,0.011396037,Frozen Foods,89.0488,OUT045,2002,Tier 2,Supermarket Type1
4798,Low Fat,0.098540307,Household,211.127,OUT013,1987,Tier 3,Supermarket Type1
4799,Low Fat,0.130411797,Baking Goods,180.566,OUT010,1998,Tier 3,Grocery Store
4800,Low Fat,0.03509937,Canned,255.6014,OUT027,1985,Tier 3,Supermarket Type3
4801,Low Fat,0.284224541,Canned,186.1266,OUT010,1998,Tier 3,Grocery Store
4802,Low Fat,0.033913749,Frozen Foods,220.3456,OUT013,1987,Tier 3,Supermarket Type1
4803,Low Fat,0.121539272,Household,92.4146,OUT019,1985,Tier 1,Grocery Store
4804,Low Fat,0.224269298,Snack Foods,104.4622,OUT019,1985,Tier 1,Grocery Store
4805,Regular,0.06052101,Frozen Foods,152.9656,OUT049,1999,Tier 1,Supermarket Type1
4806,Low Fat,0.0,Snack Foods,119.744,OUT010,1998,Tier 3,Grocery Store
4807,Low Fat,0.112131275,Canned,118.244,OUT013,1987,Tier 3,Supermarket Type1
4808,Low Fat,0.04656414,Breads,121.0414,OUT018,2009,Tier 3,Supermarket Type2
4809,Low Fat,0.045091342,Health and Hygiene,139.4838,OUT018,2009,Tier 3,Supermarket Type2
4810,Low Fat,0.089624277,Breakfast,193.9478,OUT018,2009,Tier 3,Supermarket Type2
4811,Low Fat,0.011613156,Frozen Foods,95.041,OUT046,1997,Tier 1,Supermarket Type1
4812,Low Fat,0.046372661,Soft Drinks,88.5198,OUT010,1998,Tier 3,Grocery Store
4813,Low Fat,0.16145695,Snack Foods,104.4622,OUT027,1985,Tier 3,Supermarket Type3
4814,Low Fat,0.050052711,Health and Hygiene,128.4336,OUT046,1997,Tier 1,Supermarket Type1
4815,Low Fat,0.0,Baking Goods,149.3708,OUT049,1999,Tier 1,Supermarket Type1
4816,Regular,0.008583918,Meat,72.1038,OUT045,2002,Tier 2,Supermarket Type1
4817,Low Fat,0.080226072,Household,45.7718,OUT013,1987,Tier 3,Supermarket Type1
4818,Regular,0.030545722,Canned,85.454,OUT027,1985,Tier 3,Supermarket Type3
4819,Low Fat,0.022944688,Fruits and Vegetables,115.0492,OUT046,1997,Tier 1,Supermarket Type1
4820,Low Fat,0.138923761,Canned,78.4644,OUT019,1985,Tier 1,Grocery Store
4821,Low Fat,0.057258817,Dairy,85.3566,OUT027,1985,Tier 3,Supermarket Type3
4822,Regular,0.009077217,Canned,102.099,OUT045,2002,Tier 2,Supermarket Type1
4823,Low Fat,0.116891138,Frozen Foods,75.767,OUT035,2004,Tier 2,Supermarket Type1
4824,Low Fat,0.062241994,Soft Drinks,162.7526,OUT010,1998,Tier 3,Grocery Store
4825,Low Fat,0.011333911,Household,236.8248,OUT018,2009,Tier 3,Supermarket Type2
4826,Low Fat,0.040042881,Others,84.9908,OUT045,2002,Tier 2,Supermarket Type1
4827,Low Fat,0.016173165,Health and Hygiene,131.1626,OUT018,2009,Tier 3,Supermarket Type2
4828,Low Fat,0.0,Dairy,82.325,OUT035,2004,Tier 2,Supermarket Type1
4829,Low Fat,0.032074998,Canned,114.5492,OUT018,2009,Tier 3,Supermarket Type2
4830,Regular,0.106583703,Baking Goods,96.7384,OUT019,1985,Tier 1,Grocery Store
4831,Low Fat,0.148536185,Household,235.9616,OUT018,2009,Tier 3,Supermarket Type2
4832,Low Fat,0.032153714,Meat,62.6194,OUT013,1987,Tier 3,Supermarket Type1
4833,Low Fat,0.029643872,Household,43.2086,OUT046,1997,Tier 1,Supermarket Type1
4834,Low Fat,0.122493968,Canned,133.9942,OUT046,1997,Tier 1,Supermarket Type1
4835,Low Fat,0.0,Meat,140.418,OUT046,1997,Tier 1,Supermarket Type1
4836,Low Fat,0.036506915,Household,228.201,OUT013,1987,Tier 3,Supermarket Type1
4837,Low Fat,0.029739652,Snack Foods,37.7822,OUT046,1997,Tier 1,Supermarket Type1
4838,Regular,0.09870238,Frozen Foods,195.2768,OUT013,1987,Tier 3,Supermarket Type1
4839,Regular,0.113123006,Fruits and Vegetables,191.9504,OUT013,1987,Tier 3,Supermarket Type1
4840,Low Fat,0.041733666,Hard Drinks,190.1872,OUT049,1999,Tier 1,Supermarket Type1
4841,Regular,0.0,Dairy,151.2708,OUT035,2004,Tier 2,Supermarket Type1
4842,Low Fat,0.129206196,Soft Drinks,89.5146,OUT010,1998,Tier 3,Grocery Store
4843,Low Fat,0.055384948,Fruits and Vegetables,145.7444,OUT017,2007,Tier 2,Supermarket Type1
4844,Regular,0.040931994,Fruits and Vegetables,81.6276,OUT046,1997,Tier 1,Supermarket Type1
4845,Regular,0.05370465,Canned,201.0742,OUT049,1999,Tier 1,Supermarket Type1
4846,Regular,0.299530629,Fruits and Vegetables,139.9838,OUT019,1985,Tier 1,Grocery Store
4847,Regular,0.0,Snack Foods,184.9608,OUT045,2002,Tier 2,Supermarket Type1
4848,Low Fat,0.162191037,Hard Drinks,144.7444,OUT027,1985,Tier 3,Supermarket Type3
4849,Low Fat,0.021063528,Health and Hygiene,134.4942,OUT018,2009,Tier 3,Supermarket Type2
4850,Low Fat,0.129216604,Fruits and Vegetables,162.921,OUT035,2004,Tier 2,Supermarket Type1
4851,Low Fat,0.015465765,Household,165.0526,OUT045,2002,Tier 2,Supermarket Type1
4852,Low Fat,0.091627467,Household,161.6894,OUT049,1999,Tier 1,Supermarket Type1
4853,Low Fat,0.110289757,Household,102.8306,OUT046,1997,Tier 1,Supermarket Type1
4854,Low Fat,0.15579704,Household,191.3504,OUT019,1985,Tier 1,Grocery Store
4855,Low Fat,0.027280495,Canned,151.234,OUT018,2009,Tier 3,Supermarket Type2
4856,Low Fat,0.112071014,Snack Foods,154.9998,OUT017,2007,Tier 2,Supermarket Type1
4857,Low Fat,0.072782102,Household,159.492,OUT049,1999,Tier 1,Supermarket Type1
4858,Regular,0.171444454,Meat,49.5376,OUT035,2004,Tier 2,Supermarket Type1
4859,Regular,0.020904887,Snack Foods,158.9578,OUT027,1985,Tier 3,Supermarket Type3
4860,Low Fat,0.02547263,Health and Hygiene,144.576,OUT035,2004,Tier 2,Supermarket Type1
4861,Regular,0.021555692,Seafood,186.0582,OUT013,1987,Tier 3,Supermarket Type1
4862,Low Fat,0.125976163,Fruits and Vegetables,86.5198,OUT049,1999,Tier 1,Supermarket Type1
4863,Regular,0.080721764,Baking Goods,195.611,OUT035,2004,Tier 2,Supermarket Type1
4864,Low Fat,0.113728834,Baking Goods,53.7956,OUT018,2009,Tier 3,Supermarket Type2
4865,Low Fat,0.0,Canned,120.3124,OUT017,2007,Tier 2,Supermarket Type1
4866,Low Fat,0.08441738,Meat,258.233,OUT017,2007,Tier 2,Supermarket Type1
4867,Low Fat,0.092933158,Dairy,197.6426,OUT027,1985,Tier 3,Supermarket Type3
4868,Low Fat,0.065569288,Soft Drinks,144.6128,OUT045,2002,Tier 2,Supermarket Type1
4869,Low Fat,0.112778767,Household,123.5046,OUT018,2009,Tier 3,Supermarket Type2
4870,Regular,0.050148322,Canned,79.396,OUT049,1999,Tier 1,Supermarket Type1
4871,Regular,0.046183676,Frozen Foods,37.0506,OUT045,2002,Tier 2,Supermarket Type1
4872,Low Fat,0.147217192,Household,234.1616,OUT027,1985,Tier 3,Supermarket Type3
4873,Low Fat,0.05219943,Health and Hygiene,123.673,OUT035,2004,Tier 2,Supermarket Type1
4874,Regular,0.03026518,Snack Foods,223.4114,OUT013,1987,Tier 3,Supermarket Type1
4875,Regular,0.114469755,Canned,112.1202,OUT013,1987,Tier 3,Supermarket Type1
4876,Low Fat,0.032604886,Meat,165.0842,OUT045,2002,Tier 2,Supermarket Type1
4877,Regular,0.051616858,Baking Goods,79.6644,OUT046,1997,Tier 1,Supermarket Type1
4878,Low Fat,0.118673527,Health and Hygiene,141.2812,OUT019,1985,Tier 1,Grocery Store
4879,Low Fat,0.0,Snack Foods,89.383,OUT045,2002,Tier 2,Supermarket Type1
4880,Regular,0.045784687,Snack Foods,35.7848,OUT045,2002,Tier 2,Supermarket Type1
4881,Low Fat,0.05903503,Canned,256.4014,OUT010,1998,Tier 3,Grocery Store
4882,Regular,0.045977618,Dairy,46.7744,OUT035,2004,Tier 2,Supermarket Type1
4883,Regular,0.020946828,Meat,261.3936,OUT046,1997,Tier 1,Supermarket Type1
4884,Regular,0.142661865,Fruits and Vegetables,87.3514,OUT035,2004,Tier 2,Supermarket Type1
4885,Low Fat,0.118286387,Snack Foods,223.7088,OUT049,1999,Tier 1,Supermarket Type1
4886,Low Fat,0.0,Soft Drinks,166.0158,OUT027,1985,Tier 3,Supermarket Type3
4887,Low Fat,0.051882003,Soft Drinks,188.1898,OUT049,1999,Tier 1,Supermarket Type1
4888,Low Fat,0.056206622,Canned,51.3008,OUT019,1985,Tier 1,Grocery Store
4889,Low Fat,0.008751398,Household,196.111,OUT027,1985,Tier 3,Supermarket Type3
4890,Low Fat,0.033996111,Seafood,114.786,OUT018,2009,Tier 3,Supermarket Type2
4891,Regular,0.019799238,Canned,86.5198,OUT049,1999,Tier 1,Supermarket Type1
4892,Low Fat,0.055659189,Dairy,223.7114,OUT018,2009,Tier 3,Supermarket Type2
4893,Low Fat,0.090931104,Household,195.711,OUT018,2009,Tier 3,Supermarket Type2
4894,Low Fat,0.080486221,Health and Hygiene,94.5436,OUT035,2004,Tier 2,Supermarket Type1
4895,Low Fat,0.106717322,Fruits and Vegetables,178.337,OUT046,1997,Tier 1,Supermarket Type1
4896,Low Fat,0.133421019,Dairy,96.0726,OUT017,2007,Tier 2,Supermarket Type1
4897,Low Fat,0.095078893,Baking Goods,159.6604,OUT013,1987,Tier 3,Supermarket Type1
4898,Regular,0.032150627,Canned,185.124,OUT013,1987,Tier 3,Supermarket Type1
4899,Low Fat,0.063286094,Canned,100.37,OUT018,2009,Tier 3,Supermarket Type2
4900,Regular,0.043158104,Fruits and Vegetables,197.6742,OUT046,1997,Tier 1,Supermarket Type1
4901,Low Fat,0.088166215,Dairy,183.8292,OUT018,2009,Tier 3,Supermarket Type2
4902,Low Fat,0.098799937,Soft Drinks,142.2812,OUT019,1985,Tier 1,Grocery Store
4903,Regular,0.030867981,Canned,86.454,OUT017,2007,Tier 2,Supermarket Type1
4904,Low Fat,0.039918581,Snack Foods,228.7694,OUT046,1997,Tier 1,Supermarket Type1
4905,Regular,0.015120568,Meat,248.6408,OUT045,2002,Tier 2,Supermarket Type1
4906,Low Fat,0.0,Household,192.2478,OUT010,1998,Tier 3,Grocery Store
4907,Regular,0.019238671,Frozen Foods,82.7592,OUT045,2002,Tier 2,Supermarket Type1
4908,Low Fat,0.038050764,Meat,65.9826,OUT018,2009,Tier 3,Supermarket Type2
4909,Low Fat,0.027041096,Household,129.1336,OUT045,2002,Tier 2,Supermarket Type1
4910,Low Fat,0.124699691,Canned,266.0884,OUT049,1999,Tier 1,Supermarket Type1
4911,Low Fat,0.039287423,Frozen Foods,246.8802,OUT035,2004,Tier 2,Supermarket Type1
4912,Regular,0.053792758,Baking Goods,121.0072,OUT013,1987,Tier 3,Supermarket Type1
4913,Low Fat,0.141176075,Hard Drinks,253.8382,OUT018,2009,Tier 3,Supermarket Type2
4914,Regular,0.0,Frozen Foods,214.8218,OUT010,1998,Tier 3,Grocery Store
4915,Regular,0.081737302,Fruits and Vegetables,90.9488,OUT035,2004,Tier 2,Supermarket Type1
4916,Low Fat,0.067533904,Household,111.486,OUT017,2007,Tier 2,Supermarket Type1
4917,Low Fat,0.09566912,Health and Hygiene,56.793,OUT019,1985,Tier 1,Grocery Store
4918,Low Fat,0.0,Health and Hygiene,149.8024,OUT013,1987,Tier 3,Supermarket Type1
4919,Low Fat,0.22103705,Household,124.8362,OUT019,1985,Tier 1,Grocery Store
4920,Regular,0.0,Fruits and Vegetables,165.6526,OUT035,2004,Tier 2,Supermarket Type1
4921,Regular,0.020845392,Meat,260.5936,OUT027,1985,Tier 3,Supermarket Type3
4922,Low Fat,0.084953662,Baking Goods,107.028,OUT046,1997,Tier 1,Supermarket Type1
4923,Regular,0.047294706,Meat,182.1608,OUT017,2007,Tier 2,Supermarket Type1
4924,Low Fat,0.175539766,Health and Hygiene,183.6608,OUT045,2002,Tier 2,Supermarket Type1
4925,Regular,0.007539885,Dairy,145.7102,OUT046,1997,Tier 1,Supermarket Type1
4926,Regular,0.020813453,Canned,89.6488,OUT049,1999,Tier 1,Supermarket Type1
4927,Regular,0.029417303,Baking Goods,64.1142,OUT027,1985,Tier 3,Supermarket Type3
4928,Low Fat,0.10178199,Snack Foods,113.6834,OUT019,1985,Tier 1,Grocery Store
4929,Low Fat,0.039262153,Frozen Foods,247.2802,OUT013,1987,Tier 3,Supermarket Type1
4930,Low Fat,0.021754595,Household,34.1874,OUT018,2009,Tier 3,Supermarket Type2
4931,Low Fat,0.025078117,Snack Foods,176.7054,OUT027,1985,Tier 3,Supermarket Type3
4932,Regular,0.047124068,Meat,182.0608,OUT045,2002,Tier 2,Supermarket Type1
4933,Low Fat,0.04281828,Health and Hygiene,163.9842,OUT049,1999,Tier 1,Supermarket Type1
4934,Low Fat,0.056077341,Health and Hygiene,152.1024,OUT049,1999,Tier 1,Supermarket Type1
4935,Low Fat,0.073410642,Seafood,35.9216,OUT046,1997,Tier 1,Supermarket Type1
4936,Regular,0.025874934,Frozen Foods,163.421,OUT013,1987,Tier 3,Supermarket Type1
4937,Regular,0.088291127,Fruits and Vegetables,118.7466,OUT013,1987,Tier 3,Supermarket Type1
4938,Low Fat,0.0,Meat,114.515,OUT049,1999,Tier 1,Supermarket Type1
4939,Low Fat,0.104371086,Snack Foods,164.4868,OUT027,1985,Tier 3,Supermarket Type3
4940,Low Fat,0.062136785,Dairy,150.605,OUT017,2007,Tier 2,Supermarket Type1
4941,Regular,0.139930125,Baking Goods,50.5008,OUT027,1985,Tier 3,Supermarket Type3
4942,Low Fat,0.08029289,Snack Foods,120.844,OUT046,1997,Tier 1,Supermarket Type1
4943,Low Fat,0.0,Fruits and Vegetables,123.3046,OUT049,1999,Tier 1,Supermarket Type1
4944,Regular,0.047078339,Baking Goods,111.357,OUT018,2009,Tier 3,Supermarket Type2
4945,Regular,0.125798231,Frozen Foods,102.5358,OUT049,1999,Tier 1,Supermarket Type1
4946,Regular,0.049689828,Frozen Foods,110.3912,OUT045,2002,Tier 2,Supermarket Type1
4947,Low Fat,0.049278643,Fruits and Vegetables,147.1734,OUT013,1987,Tier 3,Supermarket Type1
4948,Low Fat,0.061013491,Soft Drinks,96.0436,OUT013,1987,Tier 3,Supermarket Type1
4949,Low Fat,0.042007527,Snack Foods,43.2428,OUT049,1999,Tier 1,Supermarket Type1
4950,Regular,0.016205646,Canned,188.8556,OUT046,1997,Tier 1,Supermarket Type1
4951,Regular,0.037880729,Baking Goods,152.7656,OUT035,2004,Tier 2,Supermarket Type1
4952,Low Fat,0.070731517,Hard Drinks,178.0344,OUT018,2009,Tier 3,Supermarket Type2
4953,Regular,0.076498396,Frozen Foods,108.9228,OUT013,1987,Tier 3,Supermarket Type1
4954,Low Fat,0.030435601,Dairy,255.9672,OUT046,1997,Tier 1,Supermarket Type1
4955,Regular,0.035328539,Fruits and Vegetables,158.5578,OUT045,2002,Tier 2,Supermarket Type1
4956,Low Fat,0.014637395,Soft Drinks,144.7102,OUT017,2007,Tier 2,Supermarket Type1
4957,Low Fat,0.034857707,Canned,180.4344,OUT013,1987,Tier 3,Supermarket Type1
4958,Low Fat,0.162119533,Breads,121.2098,OUT019,1985,Tier 1,Grocery Store
4959,Low Fat,0.124739062,Starchy Foods,128.102,OUT019,1985,Tier 1,Grocery Store
4960,Low Fat,0.07786478,Fruits and Vegetables,97.0094,OUT049,1999,Tier 1,Supermarket Type1
4961,Low Fat,0.09200271,Household,161.8894,OUT017,2007,Tier 2,Supermarket Type1
4962,Regular,0.089948119,Snack Foods,132.6626,OUT046,1997,Tier 1,Supermarket Type1
4963,Low Fat,0.091037229,Others,108.9938,OUT046,1997,Tier 1,Supermarket Type1
4964,Regular,0.0,Canned,51.035,OUT013,1987,Tier 3,Supermarket Type1
4965,Regular,0.10885123,Dairy,96.8752,OUT017,2007,Tier 2,Supermarket Type1
4966,Low Fat,0.142195014,Baking Goods,105.728,OUT010,1998,Tier 3,Grocery Store
4967,Regular,0.030631225,Fruits and Vegetables,116.4176,OUT045,2002,Tier 2,Supermarket Type1
4968,Low Fat,0.059797172,Health and Hygiene,263.2226,OUT013,1987,Tier 3,Supermarket Type1
4969,Low Fat,0.0,Frozen Foods,59.2588,OUT013,1987,Tier 3,Supermarket Type1
4970,Regular,0.123812157,Snack Foods,96.3436,OUT017,2007,Tier 2,Supermarket Type1
4971,Low Fat,0.138660307,Household,62.9194,OUT010,1998,Tier 3,Grocery Store
4972,Low Fat,0.045442396,Soft Drinks,85.4882,OUT049,1999,Tier 1,Supermarket Type1
4973,Regular,0.024647467,Breads,96.4068,OUT017,2007,Tier 2,Supermarket Type1
4974,Low Fat,0.115686024,Fruits and Vegetables,96.0436,OUT027,1985,Tier 3,Supermarket Type3
4975,Low Fat,0.055654536,Household,114.1518,OUT018,2009,Tier 3,Supermarket Type2
4976,Low Fat,0.297424743,Household,174.2422,OUT010,1998,Tier 3,Grocery Store
4977,Regular,0.121821828,Baking Goods,60.722,OUT049,1999,Tier 1,Supermarket Type1
4978,Regular,0.104672114,Canned,105.2622,OUT017,2007,Tier 2,Supermarket Type1
4979,Regular,0.114450757,Baking Goods,90.3514,OUT035,2004,Tier 2,Supermarket Type1
4980,Regular,0.066624286,Breakfast,180.9292,OUT017,2007,Tier 2,Supermarket Type1
